@relation bandori

@attribute secondsSinceEventStart numeric
@attribute currentTime date "EEE hh:mm a z"
@attribute points numeric

@data
% Searching for Stars
0	"Mon 09:00 PM EST"	0
267660	"Thu 11:21 PM EST"	303451
270000	"Thu 12:00 AM EST"	305425
273780	"Thu 01:03 AM EST"	310606
275400	"Thu 01:30 AM EST"	312623
276300	"Thu 01:45 AM EST"	313720
279000	"Thu 02:30 AM EST"	316018
280800	"Thu 03:00 AM EST"	317738
282600	"Thu 03:30 AM EST"	319706
284400	"Thu 04:00 AM EST"	321948
286200	"Thu 04:30 AM EST"	323738
322800	"Thu 02:40 PM EST"	358450
325380	"Thu 03:23 PM EST"	360955
338700	"Thu 07:05 PM EST"	372367
342000	"Thu 08:00 PM EST"	376234
344400	"Thu 08:40 PM EST"	378064
345600	"Thu 09:00 PM EST"	379404
347400	"Thu 09:30 PM EST"	381250
349200	"Thu 10:00 PM EST"	383024
351000	"Thu 10:30 PM EST"	385086
353400	"Thu 11:10 PM EST"	387167
355500	"Thu 11:45 PM EST"	389741
358200	"Fri 12:30 AM EST"	392215
360000	"Fri 01:00 AM EST"	394308
362700	"Fri 01:45 AM EST"	397052
399600	"Fri 12:00 PM EST"	430929
401400	"Fri 12:30 PM EST"	432609
403200	"Fri 01:00 PM EST"	435548
407400	"Fri 02:10 PM EST"	439339
408600	"Fri 02:30 PM EST"	440960
410400	"Fri 03:00 PM EST"	441500
415800	"Fri 04:30 PM EST"	445517
417600	"Fri 05:00 PM EST"	447351
419400	"Fri 05:30 PM EST"	449659
423000	"Fri 06:30 PM EST"	452927
424800	"Fri 07:00 PM EST"	454065
426600	"Fri 07:30 PM EST"	456053
430200	"Fri 08:30 PM EST"	458467
432000	"Fri 09:00 PM EST"	460333
433800	"Fri 09:30 PM EST"	461668
435600	"Fri 10:00 PM EST"	463590
437400	"Fri 10:30 PM EST"	465223
439200	"Fri 11:00 PM EST"	467440
441000	"Fri 11:30 PM EST"	470481
442800	"Sat 12:00 AM EST"	471285
444600	"Sat 12:30 AM EST"	473424
496200	"Sat 02:50 PM EST"	525215
502200	"Sat 04:30 PM EST"	529224
508800	"Sat 06:20 PM EST"	535245
510000	"Sat 06:40 PM EST"	535882
513000	"Sat 07:30 PM EST"	539880
522600	"Sat 10:10 PM EST"	548330
525600	"Sat 11:00 PM EST"	550843
529200	"Sun 12:00 AM EST"	553658
532800	"Sun 01:00 AM EST"	557739
535500	"Sun 01:45 AM EST"	561981
538800	"Sun 02:40 AM EST"	565301
568800	"Sun 11:00 AM EST"	595023
571200	"Sun 11:40 AM EST"	598654
577200	"Sun 01:20 PM EST"	602676
583200	"Sun 03:00 PM EST"	609286
586800	"Sun 04:00 PM EST"	613391
589500	"Sun 04:45 PM EST"	616394
590400	"Sun 05:00 PM EST"	617822
598800	"Sun 07:20 PM EST"	626740
601500	"Sun 08:05 PM EST"	631344
617400	"Mon 12:30 AM EST"	652149
618000	"Mon 12:40 AM EST"	653161
619200	"Mon 01:00 AM EST"	654939
620100	"Mon 01:15 AM EST"	656621
621000	"Mon 01:30 AM EST"	659133
622200	"Mon 01:50 AM EST"	661306
623700	"Mon 02:15 AM EST"	665751
624600	"Mon 02:30 AM EST"	667707
625500	"Mon 02:45 AM EST"	670777
625920	"Mon 02:52 AM EST"	673694

% As Evening Clears
0	"Tue 09:00 PM EST"	0
2820	"Tue 09:47 PM EST"	20325
3300	"Tue 09:55 PM EST"	22575
3600	"Tue 10:00 PM EST"	24700
4200	"Tue 10:10 PM EST"	26715
4800	"Tue 10:20 PM EST"	28980
6300	"Tue 10:45 PM EST"	31160
8400	"Tue 11:20 PM EST"	33490
10200	"Tue 11:50 PM EST"	35674
12600	"Wed 12:30 AM EST"	37780
14100	"Wed 12:55 AM EST"	39835
15840	"Wed 01:24 AM EST"	42165
18600	"Wed 02:10 AM EST"	45540
22200	"Wed 03:10 AM EST"	49990
23700	"Wed 03:35 AM EST"	51340
26400	"Wed 04:20 AM EST"	53580
27900	"Wed 04:45 AM EST"	54975
32100	"Wed 05:55 AM EST"	58795
33600	"Wed 06:20 AM EST"	60712
65400	"Wed 03:10 PM EST"	96350
68100	"Wed 03:55 PM EST"	98809
78000	"Wed 06:40 PM EST"	110275
79200	"Wed 07:00 PM EST"	111843
81000	"Wed 07:30 PM EST"	114088
84300	"Wed 08:25 PM EST"	118778
86100	"Wed 08:55 PM EST"	120863
88200	"Wed 09:30 PM EST"	123233
89700	"Wed 09:55 PM EST"	125545
94800	"Wed 11:20 PM EST"	131148
96600	"Wed 11:50 PM EST"	133465
98100	"Thu 12:15 AM EST"	135640
99900	"Thu 12:45 AM EST"	137873
101700	"Thu 01:15 AM EST"	140315
103500	"Thu 01:45 AM EST"	142447
104400	"Thu 02:00 AM EST"	144583
105300	"Thu 02:15 AM EST"	145840
107100	"Thu 02:45 AM EST"	147833
108300	"Thu 03:05 AM EST"	150013
110700	"Thu 03:45 AM EST"	151968
112800	"Thu 04:20 AM EST"	153730
139500	"Thu 11:45 AM EST"	180050
144600	"Thu 01:10 PM EST"	186740
152100	"Thu 03:15 PM EST"	193860
156600	"Thu 04:30 PM EST"	198140
164700	"Thu 06:45 PM EST"	206640
166800	"Thu 07:20 PM EST"	208770
169200	"Thu 08:00 PM EST"	211265
174000	"Thu 09:20 PM EST"	217355
175800	"Thu 09:50 PM EST"	219305
180900	"Thu 11:15 PM EST"	225550
186300	"Fri 12:45 AM EST"	231893
242100	"Fri 04:15 PM EST"	291470
250200	"Fri 06:30 PM EST"	300372
254700	"Fri 07:45 PM EST"	304725
258600	"Fri 08:50 PM EST"	308983
264000	"Fri 10:20 PM EST"	315088
273000	"Sat 12:50 AM EST"	325783
274200	"Sat 01:10 AM EST"	327520
279000	"Sat 02:30 AM EST"	333923
327600	"Sat 04:00 PM EST"	386850
330600	"Sat 04:50 PM EST"	389370
332400	"Sat 05:20 PM EST"	391309
334800	"Sat 06:00 PM EST"	393630
338400	"Sat 07:00 PM EST"	397333
342900	"Sat 08:15 PM EST"	401710
347400	"Sat 09:30 PM EST"	406780
350400	"Sat 10:20 PM EST"	410565
358200	"Sun 12:30 AM EST"	419727
361800	"Sun 01:30 AM EST"	422507
366300	"Sun 02:45 AM EST"	427820
371400	"Sun 04:10 AM EST"	434720
373500	"Sun 04:45 AM EST"	437732
415200	"Sun 04:20 PM EST"	482223
418800	"Sun 05:20 PM EST"	484550
420300	"Sun 05:45 PM EST"	487355
423000	"Sun 06:30 PM EST"	490910
424800	"Sun 07:00 PM EST"	492228
426000	"Sun 07:20 PM EST"	493708
428400	"Sun 08:00 PM EST"	496200
430200	"Sun 08:30 PM EST"	498860
435600	"Sun 10:00 PM EST"	502777
437700	"Sun 10:35 PM EST"	504842
494100	"Mon 02:15 PM EST"	568647
496800	"Mon 03:00 PM EST"	570478
499200	"Mon 03:40 PM EST"	572478
501300	"Mon 04:15 PM EST"	575482
502200	"Mon 04:30 PM EST"	576090
505800	"Mon 05:30 PM EST"	579375
515700	"Mon 08:15 PM EST"	589591
517500	"Mon 08:45 PM EST"	591267
519600	"Mon 09:20 PM EST"	593140
520200	"Mon 09:30 PM EST"	593860
522000	"Mon 10:00 PM EST"	595522
527400	"Mon 11:30 PM EST"	602560
